Age,Gender,Job_Role,Stress_Level,Hours_Worked_Per_Week,Mental_Health_Condition,Region,Work_Location
40,Female,Project Manager,Medium,22,Burnout,Europe,Remote
36,Non-binary,Designer,Medium,48,Burnout,Europe,Hybrid
54,Prefer not to say,Designer,High,20,Burnout,Europe,Remote
41,Prefer not to say,HR,Low,24,Depression,North America,Hybrid
55,Female,Sales,High,22,Anxiety,Europe,Hybrid
34,Prefer not to say,Marketing,High,58,,Europe,Onsite
43,Prefer not to say,Project Manager,Medium,58,Anxiety,Europe,Hybrid
37,Non-binary,Project Manager,Medium,27,Anxiety,Oceania,Hybrid
37,Prefer not to say,HR,Low,40,Burnout,Asia,Hybrid
57,Female,Sales,Low,24,Depression,Africa,Hybrid
33,Female,Sales,Low,43,Depression,Europe,Onsite
51,Female,HR,High,50,,Africa,Remote
50,Male,Designer,Medium,30,,Europe,Remote
35,Female,Sales,Medium,35,Depression,Asia,Hybrid
40,Non-binary,Marketing,Low,37,Depression,Africa,Remote
53,Non-binary,Project Manager,Low,51,Depression,South America,Onsite
32,Male,Marketing,Low,54,Anxiety,Africa,Onsite
56,Female,Designer,High,58,Burnout,Africa,Remote
55,Female,Sales,Low,36,Depression,South America,Onsite
49,Non-binary,Project Manager,Low,53,Burnout,Africa,Onsite
23,Female,Software Engineer,High,56,Burnout,North America,Hybrid
38,Male,Sales,Medium,27,Anxiety,Africa,Hybrid
23,Male,Marketing,Medium,20,Burnout,Africa,Remote
29,Female,Project Manager,Low,25,Burnout,Africa,Remote
24,Female,Data Scientist,Low,33,Anxiety,Europe,Remote
58,Male,Software Engineer,Low,35,Burnout,South America,Onsite
42,Male,Project Manager,Low,34,Anxiety,Africa,Hybrid
42,Male,Designer,Low,21,Anxiety,South America,Onsite
39,Non-binary,Sales,Low,21,Burnout,Asia,Remote
45,Male,Designer,Medium,29,Depression,Oceania,Onsite
53,Non-binary,Project Manager,High,33,,Oceania,Onsite
43,Prefer not to say,Sales,High,42,,North America,Hybrid
24,Prefer not to say,Designer,Medium,38,Anxiety,South America,Onsite
44,Male,Marketing,High,40,Burnout,Europe,Remote
39,Prefer not to say,Software Engineer,Medium,24,Anxiety,North America,Remote
40,Prefer not to say,HR,Low,28,,Europe,Hybrid
41,Non-binary,Designer,Medium,57,Anxiety,North America,Hybrid
23,Male,Data Scientist,Low,41,Burnout,North America,Remote
53,Female,Software Engineer,Low,40,Burnout,North America,Onsite
52,Non-binary,Project Manager,Medium,47,Depression,Asia,Onsite
58,Female,Data Scientist,Low,53,Burnout,Europe,Onsite
56,Prefer not to say,Data Scientist,High,27,,Oceania,Hybrid
34,Female,Software Engineer,High,33,Burnout,Africa,Hybrid
36,Non-binary,Sales,Low,50,Anxiety,Europe,Hybrid
50,Male,Software Engineer,Low,40,Depression,South America,Remote
41,Male,Software Engineer,Medium,56,Anxiety,Asia,Remote
27,Female,Sales,Low,29,Burnout,North America,Remote
40,Non-binary,Designer,Medium,27,Depression,Europe,Remote
33,Male,HR,Medium,55,Anxiety,Africa,Onsite
45,Prefer not to say,Sales,Medium,28,Burnout,Oceania,Remote
39,Prefer not to say,HR,Low,59,Anxiety,Oceania,Remote
34,Male,Designer,High,40,Anxiety,Asia,Hybrid
40,Female,Marketing,Low,38,Burnout,Oceania,Onsite
49,Female,Data Scientist,Medium,37,,North America,Remote
35,Female,Project Manager,Medium,36,Depression,Africa,Remote
43,Non-binary,Designer,Low,55,Anxiety,Asia,Remote
59,Female,HR,Low,47,Depression,Europe,Remote
60,Prefer not to say,Data Scientist,Medium,51,Depression,Asia,Onsite
42,Female,Project Manager,Low,42,,Oceania,Hybrid
42,Prefer not to say,Designer,High,45,Anxiety,Asia,Hybrid
37,Male,HR,Low,46,Burnout,South America,Hybrid
60,Female,Data Scientist,Medium,60,Burnout,Oceania,Hybrid
33,Non-binary,Software Engineer,Medium,45,Anxiety,Europe,Onsite
60,Male,Project Manager,Medium,33,Anxiety,Oceania,Hybrid
58,Female,Designer,Medium,44,Depression,Oceania,Onsite
25,Male,Software Engineer,Low,24,Burnout,South America,Remote
30,Prefer not to say,Project Manager,High,28,Anxiety,North America,Hybrid
28,Female,Software Engineer,Medium,56,Depression,Africa,Hybrid
28,Non-binary,Project Manager,Medium,22,Anxiety,North America,Onsite
23,Prefer not to say,Marketing,High,34,,Europe,Onsite
36,Female,Software Engineer,High,34,Anxiety,Oceania,Onsite
50,Male,Designer,High,55,Anxiety,South America,Hybrid
57,Non-binary,Designer,Medium,20,,South America,Onsite
44,Male,Sales,Low,53,Depression,Africa,Onsite
24,Non-binary,Marketing,High,31,,Africa,Hybrid
39,Prefer not to say,Software Engineer,High,51,Depression,South America,Hybrid
57,Male,Marketing,Medium,33,Depression,Europe,Hybrid
45,Prefer not to say,HR,Medium,46,,North America,Hybrid
35,Female,Marketing,Low,32,Anxiety,North America,Onsite
59,Prefer not to say,Project Manager,High,25,Depression,North America,Remote
58,Prefer not to say,Marketing,High,43,Burnout,Oceania,Hybrid
48,Male,Data Scientist,Medium,42,Depression,Oceania,Remote
55,Prefer not to say,Data Scientist,Medium,49,Depression,South America,Remote
60,Male,Designer,Medium,50,,Europe,Hybrid
60,Prefer not to say,Software Engineer,Low,44,,Europe,Onsite
23,Non-binary,HR,Low,32,Anxiety,South America,Remote
28,Male,Designer,Medium,51,Burnout,North America,Hybrid
49,Female,Marketing,Medium,51,Depression,Oceania,Hybrid
45,Male,Designer,Medium,55,Burnout,Europe,Remote
22,Male,Project Manager,High,26,Burnout,South America,Onsite
24,Female,Designer,High,58,Anxiety,Oceania,Onsite
39,Male,Sales,High,44,Depression,Oceania,Hybrid
27,Non-binary,HR,High,39,Depression,South America,Onsite
38,Male,Project Manager,High,39,Anxiety,North America,Hybrid
50,Female,Project Manager,Low,45,,Africa,Remote
46,Non-binary,HR,High,57,Depression,North America,Remote
46,Prefer not to say,Designer,Low,48,Anxiety,Asia,Onsite
28,Prefer not to say,Sales,Low,30,Anxiety,Europe,Hybrid
53,Prefer not to say,HR,Medium,27,Burnout,Oceania,Remote
34,Female,Software Engineer,Medium,25,Depression,North America,Hybrid
35,Female,Project Manager,High,25,Anxiety,Asia,Hybrid
48,Prefer not to say,HR,Medium,39,Anxiety,North America,Onsite
25,Male,Sales,Low,31,Depression,Asia,Hybrid
54,Prefer not to say,Software Engineer,High,23,Anxiety,South America,Remote
37,Male,Sales,Low,39,Anxiety,Oceania,Hybrid
33,Male,Project Manager,High,39,Depression,Africa,Onsite
24,Female,Sales,Medium,27,Depression,South America,Remote
52,Prefer not to say,HR,High,45,Burnout,North America,Hybrid
22,Male,Project Manager,High,23,Depression,Oceania,Hybrid
48,Prefer not to say,Software Engineer,High,39,Anxiety,Asia,Remote
48,Male,Designer,High,27,Anxiety,South America,Onsite
47,Female,Sales,Medium,27,Anxiety,Africa,Remote
51,Male,Software Engineer,Medium,33,Anxiety,South America,Onsite
52,Male,Marketing,Medium,44,Burnout,North America,Hybrid
41,Female,Software Engineer,Medium,45,Anxiety,Oceania,Remote
28,Male,Project Manager,Medium,46,Anxiety,Oceania,Hybrid
44,Prefer not to say,Designer,High,40,,South America,Hybrid
50,Non-binary,Sales,High,25,Anxiety,Europe,Remote
43,Prefer not to say,Project Manager,Low,29,Anxiety,Europe,Hybrid
43,Male,HR,Low,22,Anxiety,North America,Remote
29,Prefer not to say,Marketing,High,27,Anxiety,Oceania,Onsite
30,Prefer not to say,Marketing,Medium,59,Burnout,Europe,Hybrid
50,Prefer not to say,HR,Medium,57,Anxiety,Oceania,Remote
60,Male,HR,Medium,34,Depression,South America,Hybrid
31,Prefer not to say,Data Scientist,Low,20,Depression,North America,Hybrid
43,Female,Sales,Low,20,Burnout,Europe,Onsite
58,Female,Sales,Low,57,,Africa,Remote
56,Prefer not to say,Software Engineer,Low,53,Anxiety,South America,Hybrid
40,Non-binary,Designer,Medium,24,Burnout,South America,Remote
57,Female,Designer,Low,40,Depression,Asia,Hybrid
31,Male,Project Manager,Low,49,Depression,North America,Hybrid
35,Female,Marketing,Medium,44,,South America,Remote
32,Prefer not to say,Sales,Medium,53,Anxiety,Africa,Remote
31,Prefer not to say,Project Manager,High,28,Anxiety,Oceania,Remote
53,Prefer not to say,Sales,High,53,Burnout,Europe,Hybrid
42,Prefer not to say,Designer,Medium,54,Depression,Oceania,Hybrid
35,Male,Designer,Low,23,Anxiety,Europe,Remote
58,Female,HR,High,45,Depression,South America,Remote
26,Female,Marketing,Medium,59,Depression,South America,Remote
45,Non-binary,Software Engineer,Low,20,,Oceania,Hybrid
36,Male,Designer,Low,26,,Africa,Hybrid
25,Non-binary,Marketing,High,47,,Asia,Onsite
55,Prefer not to say,Project Manager,Medium,37,Depression,Asia,Onsite
47,Female,Data Scientist,High,25,Depression,Asia,Hybrid
46,Female,Sales,High,38,,Asia,Hybrid
39,Prefer not to say,Sales,High,23,Depression,Africa,Remote
27,Male,Designer,Low,49,Anxiety,South America,Hybrid
35,Prefer not to say,Sales,High,44,Depression,North America,Onsite
60,Female,Marketing,High,34,,North America,Hybrid
33,Female,Software Engineer,Medium,36,Burnout,North America,Hybrid
45,Prefer not to say,Marketing,High,44,Burnout,South America,Hybrid
26,Male,HR,Medium,27,Depression,Asia,Hybrid
25,Male,Marketing,Medium,54,Depression,Asia,Remote
57,Female,Sales,High,46,Anxiety,Oceania,Hybrid
38,Prefer not to say,Sales,Medium,60,Depression,Asia,Remote
50,Non-binary,Sales,Medium,27,,Europe,Hybrid
38,Male,Marketing,Medium,45,Burnout,Asia,Onsite
56,Male,Sales,High,36,Burnout,Oceania,Remote
54,Non-binary,Software Engineer,Low,42,,South America,Onsite
27,Prefer not to say,HR,High,27,Burnout,North America,Onsite
29,Non-binary,Software Engineer,High,28,,Africa,Hybrid
34,Non-binary,Project Manager,Low,56,Depression,Oceania,Remote
25,Prefer not to say,Designer,Medium,22,Anxiety,South America,Hybrid
35,Male,Designer,High,23,Depression,South America,Hybrid
48,Female,HR,High,53,Anxiety,Europe,Remote
28,Female,Project Manager,Low,38,Anxiety,Oceania,Remote
23,Non-binary,Software Engineer,Medium,47,Depression,Asia,Onsite
34,Non-binary,Marketing,Low,51,Anxiety,Africa,Remote
53,Prefer not to say,Data Scientist,High,48,Depression,Oceania,Hybrid
52,Prefer not to say,Designer,Low,28,Anxiety,North America,Hybrid
29,Male,Project Manager,Low,49,Burnout,Asia,Onsite
53,Female,Designer,Medium,56,Depression,North America,Hybrid
42,Male,Sales,High,38,Anxiety,North America,Remote
35,Male,Marketing,Low,46,,Oceania,Onsite
42,Non-binary,Project Manager,High,32,Depression,Asia,Hybrid
45,Male,Software Engineer,High,52,Depression,Africa,Onsite
24,Male,Sales,Low,48,Burnout,Asia,Hybrid
40,Female,Software Engineer,High,38,Burnout,Europe,Remote
52,Non-binary,Software Engineer,High,25,,Africa,Hybrid
55,Male,Sales,Low,27,Depression,North America,Hybrid
38,Non-binary,Data Scientist,High,28,Anxiety,North America,Hybrid
50,Male,Designer,Low,36,Burnout,North America,Onsite
36,Male,Marketing,Medium,53,Burnout,Oceania,Onsite
36,Female,Project Manager,Medium,54,Burnout,Europe,Onsite
34,Male,Sales,Medium,39,,Oceania,Hybrid
55,Male,Designer,Medium,47,,South America,Onsite
37,Prefer not to say,HR,High,60,Burnout,North America,Hybrid
39,Female,Designer,Low,37,Burnout,North America,Onsite
41,Female,Marketing,Low,33,Depression,Asia,Remote
58,Male,Sales,Low,27,Anxiety,Asia,Onsite
25,Female,Software Engineer,Low,39,Anxiety,Africa,Remote
26,Male,HR,Medium,45,Burnout,Oceania,Onsite
23,Male,Project Manager,Low,57,Anxiety,North America,Remote
45,Male,Data Scientist,High,27,Burnout,Europe,Remote
55,Male,Software Engineer,High,44,Anxiety,Asia,Hybrid
23,Male,Designer,High,25,,North America,Remote
27,Female,Software Engineer,Medium,46,Burnout,Oceania,Hybrid
33,Male,Marketing,Low,51,Burnout,Oceania,Remote
54,Non-binary,HR,Low,55,,Europe,Remote
47,Non-binary,Software Engineer,High,54,Burnout,Europe,Onsite
48,Prefer not to say,Software Engineer,High,34,Burnout,Africa,Onsite
35,Female,Designer,Low,32,,Asia,Hybrid
43,Male,Software Engineer,Low,23,Burnout,South America,Remote
43,Female,Sales,High,22,Burnout,Africa,Remote
46,Prefer not to say,Marketing,High,36,Anxiety,South America,Onsite
38,Non-binary,Project Manager,Low,50,Depression,Oceania,Onsite
22,Female,HR,High,36,Anxiety,Asia,Hybrid
41,Non-binary,Data Scientist,Medium,39,Burnout,North America,Remote
50,Male,Sales,Medium,32,,Oceania,Hybrid
50,Prefer not to say,Marketing,Low,53,,Africa,Hybrid
42,Prefer not to say,Software Engineer,Medium,57,Depression,Europe,Remote
22,Non-binary,Designer,High,25,Burnout,Europe,Remote
60,Female,Sales,Medium,25,Depression,Asia,Onsite
58,Prefer not to say,Sales,Low,25,,Asia,Remote
32,Non-binary,HR,High,52,Depression,Europe,Remote
32,Male,Sales,Medium,44,Anxiety,Oceania,Hybrid
44,Female,Sales,High,27,Depression,North America,Remote
42,Prefer not to say,Software Engineer,Medium,37,Depression,Africa,Remote
25,Prefer not to say,HR,Medium,39,,South America,Onsite
43,Male,Data Scientist,Medium,40,Depression,Europe,Hybrid
39,Male,Project Manager,High,60,Depression,Oceania,Hybrid
53,Prefer not to say,Data Scientist,Medium,53,Burnout,Oceania,Onsite
30,Prefer not to say,Sales,Medium,35,Depression,North America,Onsite
40,Non-binary,Sales,Medium,44,Depression,Africa,Onsite
53,Prefer not to say,Data Scientist,Medium,60,,Africa,Remote
59,Male,Sales,High,27,Depression,Africa,Onsite
39,Prefer not to say,Data Scientist,Low,39,,Asia,Remote
57,Non-binary,Data Scientist,Low,31,Anxiety,Africa,Remote
57,Male,Marketing,High,25,Depression,South America,Hybrid
45,Prefer not to say,Software Engineer,Medium,21,Burnout,Asia,Hybrid
31,Prefer not to say,Marketing,Medium,49,Anxiety,South America,Onsite
44,Female,Designer,Low,54,Depression,Oceania,Remote
47,Non-binary,HR,Medium,56,Burnout,Oceania,Hybrid
54,Non-binary,HR,Low,57,,Europe,Hybrid
48,Male,Software Engineer,Low,43,,Oceania,Remote
58,Male,Marketing,Medium,59,,North America,Onsite
29,Male,HR,Medium,44,Depression,Europe,Onsite
43,Female,Project Manager,High,24,Burnout,Africa,Hybrid
53,Male,Designer,Medium,60,Depression,Africa,Onsite
43,Prefer not to say,Data Scientist,High,28,Burnout,Oceania,Hybrid
47,Non-binary,Designer,Medium,42,,South America,Onsite
26,Non-binary,Designer,High,26,,North America,Remote
57,Non-binary,HR,Medium,28,,North America,Onsite
36,Male,Project Manager,Medium,45,Depression,South America,Onsite
26,Male,Marketing,Low,37,,Oceania,Remote
47,Female,Designer,Low,31,Depression,Africa,Remote
59,Female,Software Engineer,Medium,22,,Africa,Remote
59,Male,Project Manager,Medium,48,,Asia,Remote
40,Prefer not to say,Designer,Low,55,,North America,Onsite
31,Female,Project Manager,High,60,Burnout,Asia,Onsite
37,Prefer not to say,HR,High,40,,Oceania,Onsite
54,Prefer not to say,Software Engineer,Low,30,Burnout,Europe,Hybrid
43,Male,Designer,High,54,Burnout,Asia,Hybrid
24,Female,Sales,High,44,Burnout,Asia,Remote
29,Male,Software Engineer,Medium,43,Burnout,North America,Remote
41,Prefer not to say,Designer,High,35,Anxiety,North America,Onsite
51,Male,Software Engineer,High,27,Burnout,Asia,Remote
38,Non-binary,Software Engineer,Medium,57,Depression,South America,Onsite
56,Male,Data Scientist,High,35,Depression,Africa,Onsite
41,Non-binary,Designer,Low,26,Burnout,Asia,Remote
28,Male,Designer,Medium,38,Burnout,Europe,Hybrid
49,Prefer not to say,HR,Low,54,Depression,Europe,Hybrid
49,Male,Marketing,Medium,37,Depression,Europe,Hybrid
55,Non-binary,Software Engineer,Low,35,Depression,Europe,Onsite
60,Prefer not to say,Software Engineer,High,51,Depression,South America,Hybrid
45,Female,Sales,Medium,56,Burnout,Oceania,Remote
41,Male,Sales,Medium,59,Burnout,Europe,Remote
52,Female,Data Scientist,Low,28,,Asia,Onsite
60,Prefer not to say,Designer,Medium,51,,Asia,Remote
53,Non-binary,Project Manager,Medium,45,,Europe,Onsite
42,Prefer not to say,Designer,High,23,Burnout,Asia,Hybrid
43,Prefer not to say,Data Scientist,High,34,Anxiety,Oceania,Hybrid
43,Male,Designer,Medium,34,Depression,Europe,Remote
40,Female,Software Engineer,High,31,,Asia,Onsite
49,Male,Designer,Medium,35,Depression,Asia,Hybrid
24,Male,Marketing,Low,32,Depression,Oceania,Remote
30,Prefer not to say,Software Engineer,Medium,45,Anxiety,South America,Hybrid
55,Prefer not to say,HR,High,45,,Africa,Remote
28,Prefer not to say,Project Manager,Low,37,,Africa,Hybrid
42,Prefer not to say,Sales,Medium,41,Burnout,Asia,Remote
60,Non-binary,Designer,Medium,59,Depression,South America,Hybrid
42,Female,Marketing,High,32,,Africa,Remote
55,Male,Marketing,Medium,40,Depression,Asia,Hybrid
53,Non-binary,Software Engineer,High,39,Burnout,North America,Onsite
46,Male,HR,Medium,60,Depression,North America,Onsite
26,Non-binary,Designer,Medium,28,Burnout,South America,Remote
53,Male,HR,Medium,32,,Europe,Hybrid
29,Male,HR,High,56,Depression,Asia,Onsite
43,Female,Project Manager,High,23,Depression,North America,Remote
22,Male,Sales,Low,51,Burnout,South America,Onsite
51,Non-binary,Data Scientist,Medium,32,Anxiety,South America,Remote
33,Prefer not to say,Designer,Medium,35,,Asia,Remote
43,Female,Data Scientist,Medium,54,Burnout,South America,Remote
56,Female,Data Scientist,High,44,,Oceania,Remote
59,Prefer not to say,Designer,Low,36,Anxiety,North America,Remote
47,Male,Marketing,Medium,24,Burnout,South America,Remote
49,Male,Software Engineer,Low,24,Depression,South America,Onsite
35,Non-binary,Designer,Low,32,Burnout,South America,Remote
58,Non-binary,Software Engineer,Medium,21,,South America,Hybrid
36,Male,HR,Medium,20,Depression,Africa,Hybrid
22,Female,Data Scientist,High,59,,Europe,Onsite
33,Male,Project Manager,High,44,Depression,Africa,Hybrid
56,Male,Marketing,Low,57,,South America,Remote
29,Non-binary,Software Engineer,Medium,56,Depression,North America,Onsite
39,Male,Software Engineer,Medium,51,Anxiety,North America,Hybrid
33,Male,Designer,High,23,Anxiety,Europe,Hybrid
41,Non-binary,Marketing,Low,34,Anxiety,Europe,Onsite
40,Female,Marketing,Medium,45,Anxiety,Europe,Remote
36,Male,Software Engineer,Low,50,,South America,Remote
40,Non-binary,Project Manager,Medium,27,Depression,Oceania,Remote
33,Female,Marketing,Low,60,,North America,Onsite
30,Prefer not to say,Designer,Medium,45,Depression,Asia,Remote
40,Non-binary,Marketing,Low,41,,Europe,Onsite
58,Female,Project Manager,Medium,25,Burnout,South America,Onsite
45,Female,Project Manager,High,40,Anxiety,North America,Hybrid
40,Female,Sales,Medium,58,Depression,North America,Remote
38,Male,Designer,Medium,36,Anxiety,North America,Hybrid
55,Female,Marketing,Medium,38,,Asia,Onsite
29,Male,Project Manager,Medium,21,Anxiety,Africa,Hybrid
31,Male,Designer,High,59,Burnout,Asia,Remote
60,Non-binary,Designer,High,47,Anxiety,North America,Hybrid
40,Non-binary,HR,High,21,Burnout,Oceania,Onsite
24,Non-binary,Data Scientist,Low,26,,Africa,Onsite
30,Non-binary,Project Manager,Medium,58,Anxiety,Africa,Hybrid
28,Prefer not to say,Software Engineer,High,42,,Europe,Remote
46,Prefer not to say,HR,Low,30,Anxiety,South America,Onsite
22,Prefer not to say,HR,Medium,46,,Asia,Hybrid
22,Non-binary,Marketing,High,48,,Africa,Remote
25,Non-binary,Designer,Medium,38,Depression,South America,Onsite
26,Prefer not to say,Data Scientist,Low,26,Burnout,Asia,Onsite
46,Non-binary,Data Scientist,Medium,59,,North America,Hybrid
46,Non-binary,Marketing,Medium,24,,Africa,Remote
60,Prefer not to say,Data Scientist,High,50,Depression,Oceania,Hybrid
55,Male,Marketing,High,53,Anxiety,Asia,Remote
25,Prefer not to say,Sales,Low,48,Depression,Europe,Onsite
42,Female,Software Engineer,Low,39,Burnout,Africa,Hybrid
30,Non-binary,Software Engineer,Low,42,Burnout,Europe,Onsite
58,Male,Data Scientist,Medium,50,Burnout,Africa,Remote
46,Male,Data Scientist,High,59,,Europe,Onsite
36,Female,Marketing,Low,20,Depression,Africa,Onsite
46,Female,Marketing,Medium,32,Burnout,Europe,Remote
24,Male,Data Scientist,High,45,,Africa,Hybrid
27,Male,Sales,Medium,45,,Oceania,Onsite
39,Prefer not to say,Data Scientist,Low,39,Burnout,Oceania,Onsite
